1_graph	8_frantfreqparm
exhaussait	0.03
exhausse	0.16
exhaussement	0.13
exhaussent	0.06
exhausser	0.06
exhaussé	0.06
exhaussée	0.06
exhaussés	0.06
exhausteur	0.03
exhausteurs	0.03
exhaustif	1.03
exhaustifs	0.26
exhaustion	0.45
exhaustive	1.84
exhaustivement	0.23
exhaustives	0.35
exhaustivité	0.19
exhiba	0.35
exhibai	0.06
exhibaient	0.32
exhibait	1.03
exhibant	1.10
exhibe	1.06
exhibent	0.61
exhiber	2.23
exhibera	0.06
exhiberait	0.06
exhiberas	0.03
exhibions	0.03
exhibition	1.55
exhibitionnisme	0.65
exhibitionniste	0.55
exhibitionnistes	0.29
exhibitions	0.61
exhibèrent	0.03
exhibé	0.61
exhibée	0.10
exhibées	0.16
exhibés	0.19
exhilarante	0.03
exhorta	0.32
exhortai	0.03
exhortaient	0.06
exhortais	0.16
exhortait	0.26
exhortant	0.26
exhortation	0.35
exhortations	0.94
exhorte	0.84
exhortent	0.10
exhorter	0.45
exhortez	0.03
exhortions	0.03
exhortâmes	0.03
exhorté	0.06
exhortée	0.03
exhuma	0.16
exhumaient	0.10
exhumais	0.03
exhumait	0.10
exhumant	0.06
exhumation	0.29
exhume	0.16
exhument	0.06
exhumer	0.55
exhumera	0.03
exhumerai	0.03
exhumeront	0.03
exhumé	0.77
exhumée	0.16
exhumées	0.32
exhumés	0.42
exhéréder	0.03
exige	32.13
exigea	1.97
exigeai	0.23
exigeaient	2.68
exigeais	0.26
exigeait	9.84
exigeant	7.97
exigeante	3.19
exigeantes	1.10
exigeants	1.48
exigeassent	0.06
exigence	12.03
exigences	27.81
exigent	8.48
exigeons	0.26
exiger	9.65
exigera	1.58
exigerai	0.10
exigeraient	0.48
exigerais	0.03
exigerait	1.87
exigerez	0.13
exigerions	0.03
exigeront	0.32
exiges	0.10
exigez	0.35
exigeât	0.03
exigible	0.71
exigibles	0.42
exigu	1.39
exigus	0.45
exiguë	1.10
exiguës	0.58
exiguïté	1.10
exigèrent	0.26
exigé	7.23
exigée	2.16
exigées	2.52
exigés	1.74
exil	10.87
exila	0.16
exilaient	0.03
exilait	0.16
exilant	0.06
exile	0.48
exilent	0.06
exiler	0.45
exileraient	0.03
exilerait	0.03
exiles	0.03
exils	0.23
exilât	0.03
exilèrent	0.03
exilé	2.65
exilée	0.74
exilées	0.13
exilés	1.81
exista	0.45
existai	0.03
existaient	7.00
existais	1.35
existait	28.39
existant	13.10
existante	2.03
existantes	4.29
existants	4.90
existassent	0.06
existe	118.97
existence	140.13
existences	3.23
existent	20.68
existentialisme	1.13
existentialiste	0.52
existentialistes	0.35
existentiel	0.87
existentielle	1.55
existentielles	0.32
existentiels	0.19
exister	21.16
existera	0.84
existerai	0.13
existeraient	0.29
existerais	0.10
existerait	1.42
existeriez	0.03
existeront	0.16
existes	0.71
existez	0.32
existiez	0.10
existions	0.19
existons	0.29
existâmes	0.03
existât	1.03
existèrent	0.23
existé	9.42
exit	0.32
exocet	0.03
exocrine	0.06
exocrines	0.19
exode	4.90
exodes	0.32
exogame	0.10
exogames	0.13
exogamie	1.77
exogamique	0.39
exogamiques	1.23
exogène	0.42
exogènes	0.68
exomorphe	0.03
exondation	0.29
exondé	0.10
exondée	0.10
exondées	0.03
exondés	0.06
exonère	0.03
exonérait	0.03
exonération	0.71
exonérations	0.42
exonérer	0.13
exonéré	0.13
exonérée	0.03
exonérées	0.13
exonérés	0.26
exophtalmie	0.26
exophtalmique	0.45
exophtalmiques	0.03
exorable	0.13
exorbitaient	0.10
exorbitait	0.03
exorbitant	0.55
exorbitante	0.77
exorbitantes	0.48
exorbitants	0.55
exorbiter	0.03
exorbité	0.13
exorbitées	0.13
exorbités	1.48
exorcisa	0.06
exorcisait	0.10
exorcisation	0.03
exorcise	0.19
exorciser	0.87
exorciserait	0.03
exorciseuse	0.03
exorcisez	0.03
exorcisions	0.03
exorcisme	0.87
exorcismes	0.23
exorciste	0.16
exorcistes	0.10
exorcisé	0.32
exorcisée	0.06
exorcisées	0.03
exorcisés	0.03
exorde	0.45
exordes	0.03
exosmose	0.03
exosphère	0.03
exothermique	0.03
exotique	3.81
exotiquement	0.03
exotiques	4.52
exotisme	2.13
exotoxines	0.03
exotérique	0.26
expansibilité	0.03
expansif	0.74
expansifs	0.10
expansion	27.90
expansionnisme	0.13
expansionniste	0.13
expansionnistes	0.16
expansions	0.77
expansive	0.55
expansives	0.13
expansivité	0.10
expansé	0.03
expansés	0.03
expatriait	0.03
expatriation	0.10
expatrie	0.10
expatrient	0.03
expatrier	0.29
expatrieraient	0.03
expatrieront	0.03
expatrièrent	0.03
expatrié	0.16
expatriée	0.06
expatriés	0.10
expectante	0.06
expectantes	0.03
expectants	0.03
expectatif	0.06
expectation	0.13
expectative	0.90
expectora	0.06
expectorant	0.03
expectoration	0.23
expectorations	0.06
expectorer	0.13
expectoré	0.06
expert	5.00
experte	1.19
expertement	0.03
expertes	0.71
expertisaient	0.03
expertisait	0.03
expertisant	0.03
expertise	1.35
expertiser	0.19
expertises	0.48
expertisés	0.03
experts	7.77
expiaient	0.03
expiait	0.13
expiation	1.00
expiations	0.06
expiatoire	0.77
expiatoires	0.13
expiatrice	0.06
expie	0.19
expient	0.03
expier	0.84
expira	0.39
expiraient	0.03
expirais	0.03
expirait	0.58
expirant	0.35
expirante	0.13
expirantes	0.03
expirants	0.03
expiration	4.52
expirations	0.16
expiratoire	0.03
expire	1.03
expirent	0.16
expirer	0.77
expirerait	0.06
expireront	0.10
expirez	0.06
expirons	0.03
expirèrent	0.03
expiré	0.39
expirée	0.06
expirés	0.16
expié	0.16
expiée	0.06
expiés	0.03
explant	0.03
explants	0.03
explicable	1.74
explicables	0.77
explicatif	0.87
explicatifs	0.58
explication	40.68
explications	16.90
explicative	1.87
explicatives	0.81
explicitant	0.23
explicitation	0.19
explicitations	0.03
explicite	5.87
explicitement	5.61
explicitent	0.29
expliciter	1.45
explicitera	0.03
expliciterons	0.10
explicites	1.55
explicitons	0.03
explicitèrent	0.06
explicité	0.55
explicitée	0.68
explicitées	0.32
explicités	0.13
expliqua	18.45
expliquai	1.42
expliquaient	0.87
expliquais	1.03
expliquait	13.10
expliquant	4.65
explique	51.45
expliquent	9.00
expliquer	69.77
expliquera	1.39
expliquerai	3.19
expliqueraient	0.42
expliquerais	0.10
expliquerait	2.65
expliqueras	0.39
expliquerez	0.32
expliqueriez	0.03
expliquerons	0.13
expliqueront	0.23
expliques	0.77
expliquez	2.32
expliquiez	0.13
expliquions	0.13
expliquons	0.42
expliquâmes	0.03
expliquât	0.26
expliquèrent	0.23
expliqué	17.39
expliquée	1.52
expliquées	1.32
expliqués	0.87
exploit	4.52
exploita	0.19
exploitabilité	0.74
exploitable	0.35
exploitables	0.48
exploitai	0.03
exploitaient	0.58
exploitais	0.03
exploitait	0.65
exploitant	4.26
exploitante	0.10
exploitantes	0.06
exploitants	6.06
exploitation	42.71
exploitations	12.42
exploite	2.06
exploitent	1.42
exploiter	8.48
exploitera	0.13
exploiterais	0.06
exploiterait	0.03
exploiteront	0.03
exploites	0.06
exploiteur	0.13
exploiteurs	0.55
exploiteuse	0.03
exploiteuses	0.03
exploitez	0.10
exploitions	0.03
exploits	6.84
exploitât	0.06
exploitèrent	0.16
exploité	2.42
exploitée	2.03
exploitées	2.71
exploités	2.45
explora	0.61
explorable	0.06
explorai	0.03
exploraient	0.19
explorais	0.13
explorait	0.39
explorant	0.84
explorateur	2.23
explorateurs	1.45
exploration	9.10
explorations	1.65
exploratoire	0.03
exploratoires	0.06
exploratrice	0.23
exploratrices	0.03
explore	1.39
explorent	0.39
explorer	7.13
explorera	0.06
explorerait	0.03
explorerons	0.03
exploreront	0.06
explorions	0.13
explorons	0.16
explorèrent	0.19
exploré	1.68
explorée	0.55
explorées	0.68
explorés	0.45
explosa	1.45
explosai	0.03
explosaient	0.65
explosais	0.03
explosait	0.97
explosant	0.74
explose	2.45
explosent	1.00
exploser	3.94
explosera	0.13
exploserait	0.13
exploseras	0.03
exploseur	0.03
explosible	0.03
explosif	2.26
explosifs	3.03
explosion	17.55
explosions	7.58
explosive	2.00
explosives	0.65
explosât	0.10
explosèrent	0.16
explosé	1.71
explosée	0.10
explosées	0.06
explétif	0.06
explétive	0.03
expo	0.23
exponentiel	0.13
exponentielle	1.29
exponentiellement	0.10
exponentielles	0.29
exporta	0.13
exportable	0.45
exportables	0.16
exportaient	0.23
exportait	0.52
exportant	0.16
exportateur	0.58
exportateurs	1.81
exportation	11.90
exportations	12.26
exportatrice	0.65
exportatrices	0.29
exporte	0.55
exportent	0.29
exporter	1.42
exporté	0.48
exportée	0.32
exportées	0.39
exportés	0.81
expos	0.03
exposa	1.90
exposai	0.45
exposaient	0.48
exposais	0.32
exposait	2.29
exposant	2.90
exposants	0.68
expose	5.97
exposent	1.35
exposer	11.68
exposera	0.32
exposerai	0.06
exposeraient	0.03
exposerais	0.10
exposerait	0.35
exposerez	0.03
exposerions	0.03
exposerons	0.29
exposes	0.10
exposez	0.23
exposiez	0.03
exposions	0.03
exposition	15.39
expositions	5.29
exposons	0.23
exposâmes	0.06
exposèrent	0.13
exposé	24.13
exposée	5.13
exposées	4.87
exposés	7.23
express	4.13
expressif	2.35
expressifs	1.13
expression	89.42
expressionnisme	1.42
expressionniste	0.55
expressionnistes	0.13
expressions	11.48
expressive	2.84
expressivement	0.26
expressives	0.87
expressivité	0.23
expressément	3.94
exprima	2.03
exprimable	0.35
exprimables	0.29
exprimai	0.29
exprimaient	2.94
exprimais	0.35
exprimait	8.32
exprimant	5.84
exprimassent	0.03
exprime	27.61
expriment	10.03
exprimer	34.13
exprimera	0.48
exprimerai	0.06
exprimeraient	0.06
exprimerais	0.06
exprimerait	0.74
exprimerez	0.06
exprimerions	0.06
exprimerons	0.03
exprimeront	0.19
exprimes	0.06
exprimez	0.29
exprimions	0.16
exprimons	0.52
exprimât	0.26
exprimèrent	0.35
exprimé	8.16
exprimée	6.90
exprimées	3.77
exprimés	3.32
expropriation	1.77
expropriations	0.16
exproprie	0.03
exproprier	0.19
exproprierait	0.06
exproprié	0.06
expropriée	0.06
expropriées	0.10
expropriés	0.10
exprès	18.26
expulsa	0.35
expulsai	0.03
expulsaient	0.10
expulsais	0.06
expulsait	0.13
expulsant	0.26
expulse	0.81
expulsent	0.06
expulser	1.77
expulsera	0.03
expulserait	0.06
expulseront	0.03
expulsez	0.06
expulsion	1.71
expulsions	0.10
expulsât	0.03
expulsèrent	0.06
expulsé	1.77
expulsée	0.45
expulsées	0.23
expulsés	0.90
expurgation	0.03
expurgeait	0.06
expurger	0.16
expurgera	0.03
expurgé	0.06
expurgée	0.32
expurgés	0.16
expédia	1.16
expédiai	0.23
expédiaient	0.29
expédiais	0.10
expédiait	1.23
expédiant	0.52
expédie	1.97
expédient	2.13
expédients	1.94
expédier	3.65
expédiera	0.13
expédierai	0.06
expédierait	0.10
expédieras	0.03
expédierons	0.03
expédieront	0.06
expédies	0.06
expédions	0.10
expéditeur	1.23
expéditeurs	0.39
expéditif	0.61
expéditifs	0.26
expédition	11.29
expéditionnaire	1.58
expéditionnaires	0.16
expéditions	4.65
expéditive	0.45
expéditives	0.35
expédiât	0.06
expédièrent	0.03
expédié	3.16
expédiée	0.87
expédiées	0.61
expédiés	1.35
expérience	101.71
expériences	52.65
expérimenta	0.23
expérimentai	0.03
expérimentaient	0.10
expérimentais	0.10
expérimentait	0.16
expérimental	5.29
expérimentale	14.26
expérimentalement	4.65
expérimentales	8.19
expérimentalisme	0.03
expérimentalistes	0.03
expérimentant	0.35
expérimentateur	3.77
expérimentateurs	3.26
expérimentation	9.68
expérimentations	1.32
expérimentaux	4.03
expérimente	0.97
expérimentent	0.13
expérimenter	1.35
expérimentera	0.03
expérimentons	0.10
expérimentèrent	0.10
expérimenté	2.29
expérimentée	0.65
expérimentées	0.52
expérimentés	0.77
exquis	4.71
exquise	5.35
exquises	1.74
exquisément	0.10
exsangue	2.00
exsangues	0.94
exsudaient	0.03
exsudait	0.03
exsudant	0.06
exsudantes	0.03
exsudat	0.10
exsudation	0.19
exsudations	0.03
exsudative	0.03
exsudatives	0.06
exsudats	0.10
exsude	0.03
exsudent	0.03
exsudé	0.06
extase	7.94
extases	0.77
extasia	0.58
extasiaient	0.29
extasiais	0.13
extasiait	0.74
extasiant	0.16
extasie	0.45
extasient	0.06
extasiera	0.03
extasieront	0.10
extasions	0.10
extasiât	0.03
extasièrent	0.03
extasié	0.90
extasiée	0.61
extasiées	0.13
extasiés	0.35
extatique	1.13
extatiquement	0.13
extatiques	0.55
extemporanée	0.03
extemporanées	0.03
extenseur	0.13
extenseurs	0.45
extensibilité	0.10
extensible	0.61
extensibles	0.23
extensif	0.94
extensifs	0.03
extension	29.61
extensions	1.84
extensive	1.42
extensives	0.35
extermina	0.03
exterminaient	0.06
exterminais	0.03
exterminait	0.06
exterminateur	0.48
exterminateurs	0.06
extermination	1.19
exterminations	0.06
exterminatrice	0.03
exterminatrices	0.06
extermine	0.06
exterminer	1.16
exterminera	0.03
exterminerait	0.03
exterminé	0.32
exterminée	0.13
exterminées	0.03
exterminés	0.58
externat	3.16
externats	0.16
externe	8.29
externes	8.23
exterritorialité	0.23
extincteur	0.61
extincteurs	0.10
extinction	5.42
extinctions	0.06
extirpa	0.71
extirpaient	0.10
extirpais	0.03
extirpait	0.26
extirpant	0.26
extirpation	0.10
extirpe	0.94
extirpent	0.23
extirper	1.94
extirpera	0.03
extirperais	0.03
extirperait	0.03
extirpé	0.61
extirpée	0.26
extirpées	0.03
extirpés	0.16
extorquai	0.03
extorquais	0.03
extorquait	0.10
extorque	0.03
extorquer	0.48
extorquèrent	0.03
extorqué	0.35
extorquée	0.03
extorquées	0.03
extorqués	0.10
extorsion	0.06
extra	11.65
extracellulaire	0.06
extracellulaires	0.03
extraconjugales	0.03
extracontinental	0.03
extracorporelle	0.03
extracteur	0.10
extracteurs	0.06
extractif	0.03
extraction	7.23
extractions	0.23
extractive	0.29
extractives	0.23
extradaient	0.03
extrade	0.03
extrader	0.03
extradition	0.06
extradé	0.10
extragalactique	0.16
extragalactiques	0.45
extraient	0.32
extraira	0.06
extraire	6.97
extrairions	0.03
extrairons	0.03
extrais	0.32
extrait	10.00
extraite	1.55
extraites	1.26
extraits	6.71
extralinguistique	0.03
extralinguistiques	0.06
extralucides	0.03
extraordinaire	36.61
extraordinairement	6.84
extraordinaires	8.13
extrapola	0.03
extrapolables	0.10
extrapolant	0.29
extrapolation	1.48
extrapolations	0.61
extrapole	0.06
extrapolent	0.06
extrapoler	0.94
extrapolera	0.03
extrapolons	0.10
extrapolé	0.06
extrapolées	0.10
extrapolés	0.06
extraprofessionnels	0.03
extrascientifique	0.03
extrasystole	0.10
extrasystoles	0.03
extratemporelle	0.03
extratensifs	0.03
extraterrestre	0.29
extraterrestres	0.42
extravagamment	0.03
extravagance	1.65
extravagances	1.19
extravagant	1.52
extravagante	1.06
extravagantes	0.90
extravagants	1.23
extravaguait	0.06
extravague	0.06
extravaguer	0.10
extravagué	0.03
extravasant	0.03
extravasée	0.03
extraversion	0.06
extraverti	0.23
extravertie	0.03
extravertis	0.06
extrayaient	0.19
extrayait	0.61
extrayant	0.42
extrayons	0.03
extremum	0.19
extrinsèque	0.23
extrinsèquement	0.03
extrinsèques	0.58
extrospection	0.03
extroversion	0.10
extroverti	0.06
extrovertis	0.06
extrusion	0.10
extrémisme	0.19
extrémiste	0.39
extrémistes	1.03
extrémité	21.71
extrémités	11.35
extrême	65.10
extrêmement	39.35
extrêmes	11.19
exténua	0.06
exténuait	0.13
exténuant	0.61
exténuante	0.52
exténuantes	0.03
exténuants	0.03
exténuation	0.06
exténue	0.19
exténuent	0.03
exténuer	0.19
exténuerait	0.03
exténué	1.74
exténuée	1.19
exténuées	0.39
exténués	1.03
extérieur	56.84
extérieure	16.68
extérieurement	1.71
extérieures	13.74
extérieurs	15.81
extériorisa	0.06
extériorisaient	0.03
extériorisait	0.10
extériorisant	0.03
extériorisation	0.71
extériorisations	0.10
extériorise	0.74
extériorisent	0.13
extérioriser	0.77
extériorisé	0.16
extériorisée	0.10
extériorisées	0.06
extériorisés	0.03
extériorité	0.77
exubérance	2.84
exubérances	0.10
exubérant	0.65
exubérante	1.32
exubérantes	0.42
exubérants	0.29
exulta	0.29
exultai	0.10
exultaient	0.06
exultais	0.19
exultait	0.58
exultant	0.32
exultante	0.10
exultantes	0.06
exultants	0.03
exultation	0.45
exulte	0.74
exultent	0.10
exulter	0.06
exultions	0.03
exultons	0.03
exultèrent	0.10
exutoire	0.71
exutoires	0.19
exècre	0.58
exècrent	0.03
exécra	0.03
exécrable	1.26
exécrables	0.26
exécraient	0.13
exécrais	0.06
exécrait	0.32
exécration	0.77
exécrations	0.03
exécrer	0.13
exécré	0.29
exécrée	0.19
exécrées	0.03
exécrés	0.10
exécuta	2.00
exécutable	0.03
exécutables	0.06
exécutai	0.19
exécutaient	0.74
exécutais	0.16
exécutait	1.71
exécutant	3.29
exécutante	0.16
exécutantes	0.03
exécutants	2.65
exécute	5.81
exécutent	2.32
exécuter	12.48
exécutera	0.06
exécuterai	0.03
exécuterais	0.03
exécuterait	0.19
exécuterez	0.06
exécuterons	0.06
exécuteront	0.13
exécutes	0.03
exécuteur	0.61
exécuteurs	0.42
exécutez	0.06
exécutif	9.74
exécutifs	0.77
exécution	42.16
exécutions	2.39
exécutive	0.32
exécutives	0.16
exécutoire	0.42
exécutoires	0.71
exécutrices	0.03
exécutèrent	0.23
exécuté	6.90
exécutée	3.48
exécutées	2.74
exécutés	4.81
exégèse	1.77
exégèses	0.13
exégète	0.26
exégètes	0.77
exégétique	0.03
exégétiques	0.13
exérèse	0.32
eûmes	3.10
eût	147.48
eûtes	0.03
f	96.35
fa	2.29
fable	4.97
fables	3.13
fabliau	0.23
fabliaux	0.10
fabricables	0.03
fabricant	3.19
fabricante	0.03
fabricantes	0.03
fabricants	4.87
fabricateur	0.06
fabrication	39.45
fabrications	4.77
fabricatrice	0.13
fabriqua	0.81
fabriquai	0.16
fabriquaient	1.16
fabriquais	0.55
fabriquait	3.45
fabriquant	1.77
fabriquants	0.06
fabrique	17.13
fabriquent	2.65
fabriquer	14.58
fabriquera	0.06
fabriquerai	0.06
fabriquerait	0.26
fabriquerons	0.03
fabriqueront	0.06
fabriques	4.35
fabriquez	0.35
fabriquiez	0.03
fabriquions	0.16
fabriquons	0.16
fabriquât	0.03
fabriquèrent	0.32
fabriqué	7.48
fabriquée	2.77
fabriquées	2.68
fabriqués	5.97
fabulais	0.03
fabulateur	0.03
fabulation	0.32
fabulations	0.13
fabulatrice	0.16
fabule	0.10
fabuler	0.06
fabuleuse	3.16
fabuleusement	0.42
fabuleuses	2.00
fabuleux	7.06
fabuliste	0.16
fabulistes	0.03
fabulé	0.03
fac	2.26
face	194.03
faces	12.03
facette	1.42
facettes	4.45
facetté	0.03
facettées	0.03
facettés	0.03
facho	0.35
fachos	0.35
facial	0.97
faciale	2.00
faciales	0.39
facile	74.06
facilement	42.35
faciles	11.16
facilita	0.29
facilitaient	0.29
facilitait	1.13
facilitant	1.68
facilitateur	0.03
facilitation	0.10
facilite	5.13
facilitent	1.94
faciliter	12.74
facilitera	0.55
faciliteraient	0.06
faciliterais	0.03
faciliterait	0.58
faciliteront	0.39
facilitèrent	0.03
facilité	15.35
facilitée	1.77
facilitées	0.58
facilités	6.65
faciès	2.45
faconde	0.97
facs	0.13
facteur	32.13
facteurs	45.29
factice	2.81
facticement	0.10
factices	1.16
facticité	0.13
factieux	0.26
faction	2.61
factionnaire	0.55
factionnaires	0.39
factions	1.29
factitif	0.03
facto	1.55
factor	0.13
factoreries	0.06
factoriel	0.03
factorielle	0.32
factorielles	0.19
factoriels	0.03
factors	0.26
factotum	0.52
factotums	0.10
factuelle	0.03
factuelles	0.03
factum	0.29
factums	0.06
facturation	0.19
facturations	0.03
facture	4.84
facturer	0.06
facturerait	0.03
factures	2.81
facturière	0.06
facturons	0.03
facturé	0.03
facturées	0.03
facturés	0.10
faculaires	0.06
facules	0.16
facultatif	1.29
facultatifs	0.35
facultative	1.03
facultativement	0.13
facultatives	0.61
faculté	33.74
facultés	22.16
facétie	0.29
facéties	0.87
facétieuse	0.29
facétieusement	0.19
facétieuses	0.06
facétieux	0.61
fada	0.48
fadaise	0.03
fadaises	0.94
fadas	0.16
fadasse	0.42
fadasses	0.10
fade	6.16
fadement	0.03
fadent	0.03
fader	0.35
faderas	0.03
fades	2.45
fadeur	1.10
fadeurs	0.16
fading	0.16
fado	0.03
fadé	0.23
fadée	0.06
fadés	0.03
faena	0.06
fafiot	0.03
fafiots	0.32
fafs	0.42
fagacées	0.03
fagne	0.10
fagnes	0.16
fagot	1.58
fagotage	0.03
fagotait	0.03
fagotant	0.03
fagote	0.10
fagoter	0.13
fagotiers	0.03
fagotin	0.06
fagotins	0.06
fagots	4.10
fagoté	0.26
fagotée	0.26
fagotées	0.13
fagotés	0.10
fahrenheit	0.26
faiblard	0.55
faiblarde	0.16
faiblards	0.16
faible	77.42
faiblement	12.03
faibles	26.77
faiblesse	22.90
faiblesses	6.00
faibli	0.39
faiblir	1.71
faiblira	0.10
faiblirent	0.10
faiblis	0.06
faiblissaient	0.16
faiblissais	0.06
faiblissait	0.61
faiblissant	0.26
faiblissante	0.06
faiblissantes	0.03
faiblisse	0.13
faiblissent	0.29
faiblissions	0.03
faiblit	0.77
faiblît	0.06
faignant	0.03
faignants	0.06
faillait	0.03
faillant	0.03
faille	8.81
faillent	0.03
failles	1.68
failli	12.58
faillibilité	0.03
faillibilités	0.03
faillible	0.26
faillibles	0.06
faillies	0.03
faillir	0.84
faillirai	0.06
faillirait	0.06
faillirent	0.58
faillis	1.68
faillissent	0.03
faillit	8.65
faillite	5.61
faillites	0.84
faillé	0.03
faillîmes	0.03
faim	46.71
faims	0.52
faine	0.03
faines	0.03
fainéant	1.03
fainéantais	0.03
fainéantant	0.03
fainéante	0.16
fainéanter	0.06
fainéantise	0.19
fainéants	0.90
faire	1124.26
fais	126.58
faisable	0.97
faisaient	73.45
faisais	32.29
faisait	292.39
faisan	1.00
faisander	0.03
faisanderie	0.16
faisanderies	0.03
faisandé	0.39
faisandée	0.29
faisandées	0.06
faisandés	0.13
faisane	0.16
faisanes	0.03
faisans	1.16
faisant	99.03
faisceau	11.97
faisceaux	5.55
faiseur	1.48
faiseurs	1.19
faiseuse	0.32
faiseuses	0.26
faisiez	2.26
faisions	6.84
faisons	14.61
fait	1535.26
faite	83.00
faites	91.52
faitout	0.06
faitouts	0.03
faits	110.29
faix	0.45
fakir	0.45
fakirs	0.26
falaise	9.74
falaises	4.97
falbala	0.19
falbalas	0.61
falciforme	0.13
falciformes	0.10
falerne	0.06
fallacieuse	0.87
fallacieusement	0.16
fallacieuses	0.39
fallacieux	1.26
fallait	184.03
falloir	9.84
fallu	45.26
fallut	21.77
fallût	0.19
falot	1.00
falote	0.39
falotes	0.06
falots	0.32
falque	0.13
falquée	0.03
falsifiais	0.03
falsifiait	0.03
falsifiant	0.06
falsificateur	0.03
falsificateurs	0.06
falsification	0.42
falsifications	0.16
falsifier	0.16
falsifié	0.19
falsifiée	0.29
falsifiées	0.13
falsifiés	0.23
faluche	0.06
falun	0.10
falzar	0.42
falzars	0.06
fameuse	13.81
